duration,fade_in,fade_out,loudness,mode,tempo,time_sig,year,artist_fam,artist_pop,song_pop
178.59873,3.599,176.036,-14.704,1,125.935,5,1994,0.436235533,0.324537718,0
205.06077,0.107,195.918,-10.301,0,84.835,1,2002,0.628174053,0.466357221,1
101.38077,3.942,93.565,-15.269,0,118.175,4,2004,0.619989531,0.486978138,0
205.50485,0,195.216,-7.66,1,125.008,4,2006,0.71190421,0.567581331,1
181.86404,0.212,176.228,-7.102,1,127.92,4,1978,0.708764158,0.515262535,0
281.88689,0.13,273.496,-6.733,1,81.993,4,2008,0.818319359,0.706134503,1
417.54077,0,401.92,-10.122,1,125.983,4,2008,0.556097598,0.368608411,0
139.51955,0,134.014,-6.026,1,156.923,4,2006,0.667684038,0.375427732,0
476.02893,0,469.287,-6.897,1,143.002,4,2002,0.500934844,0.381294716,0
328.82893,5.579,317.486,-14.765,1,121.896,3,2005,0.507981345,0.341349005,0
231.8624,0.224,218.006,-7.023,0,198.563,4,2001,0.864867842,0.766076164,1
229.90322,0.281,221.948,-8.688,0,137.961,1,2002,0.605352148,0.423788763,0
173.81832,0,164.322,-6.149,1,135.016,4,2007,0.557769471,0.335181865,1
291.63057,0.255,286.679,-11.592,1,96.989,4,2003,0.584593092,0.396663355,1
132.88444,0.113,126.096,-8.687,1,138.14,4,2003,0.581028983,0.348553028,0
354.53342,1.112,343.156,-24.429,0,148.34,1,1991,0.670615396,0.503151606,1
169.19465,0,169.195,-7.376,1,109.051,4,1997,0.721681737,0.511946594,1
391.10485,0.372,379.31,-8.679,1,115.544,4,1979,0.563833388,0.349048899,1
307.19955,2.961,296.786,-8.869,1,84.383,7,2006,0.651217891,0.399192857,1
240.19546,0.404,225.059,-10.638,0,127.39,4,2009,0.535702528,0.384986117,0
173.08689,0,169.343,-8.988,1,180.379,1,2002,0.482262909,0.408622569,1
183.35302,8.202,174.283,-22.263,1,68.37,7,1994,0.59396082,0.363695966,0
307.3824,0,304.466,-16.166,0,194.662,3,2003,0.577520119,0.389858298,0
260.44036,0.328,252.099,-3.754,0,93.001,3,2002,0.841570223,0.454161114,0
161.2273,0,154.836,-11.898,0,136.667,4,1984,0.435996025,0.357866424,0
213.44608,0,197.944,-5.197,0,165.233,4,2000,0.693785889,0.457875505,1
259.91791,0,251.553,-3.408,0,171.815,4,2009,0.681110913,0.454845028,1
311.19628,0.212,299.915,-9.71,1,104.58,4,2009,0.694573661,0.492866769,1
249.15546,0.845,243.154,-10.508,1,120.13,4,2008,0.622251069,0.418486967,0
209.60608,1.071,196.371,-11.654,1,93.781,3,1982,0.733601129,0.404930523,0
276.00934,0.194,263.883,-8.498,1,149.325,4,2006,0.724397945,0.533978899,1
162.29832,0,162.298,-21.395,1,104.264,1,1966,0.636627823,0.396354469,0
171.65016,0,169.465,-4.463,1,107.233,1,1999,0.567814264,0.376688631,0
244.6624,0,241.807,-12.106,1,138.446,4,1984,0.681781759,0.46576012,0
202.89261,0.182,190.067,-14.599,0,131.786,4,1991,0.466775503,0.452610579,0
199.23546,0.148,192.459,-5.518,0,127.93,4,2009,0.916058238,0.535408379,1
242.59873,0.113,239.496,-3.82,1,135.98,4,2007,0.649542439,0.387447293,1
201.69098,0.142,188.941,-3.82,1,163.497,4,1996,0.740250721,0.516771087,1
176.1171,0.369,166.371,-13.114,0,124.311,4,2007,0.753938467,0.539207385,1
236.66893,0.224,226.174,-11.703,1,122.991,4,1976,0.486631055,0.345273044,0
269.47873,2.072,260.888,-11.259,1,121.692,4,1981,0.219104729,0.326736545,0
326.79138,0,306.01,-11.48,1,95.353,4,1996,0.443930682,0.320427615,0
498.33751,0.466,488.391,-17.315,1,70.535,1,1973,0.585735488,0.383845367,0
209.71057,0.224,194.357,-20.027,0,78.63,3,1997,0.630536811,0.391046281,0
293.82485,0.386,269.421,-6.248,1,123.642,4,1995,0.606377065,0.432136486,1
164.77995,0.357,153.054,-7.931,1,132.761,1,2006,0.664359629,0.495891431,0
54.59546,0,51.223,-8.296,1,116.775,4,2005,0.48376355,0.436852634,0
331.4673,0.147,321.109,-9.31,0,170.208,4,2003,0.417040114,0.349598255,0
155.66322,0,149.002,-3.553,0,239.241,3,2007,0.566524873,0.498603675,1
132.0224,0.2,122.932,-10.667,1,131.562,4,1967,0.52883179,0.506175903,0
368.37832,2.902,354.395,-13.447,0,127.771,3,2003,0.499945615,0.33988966,0
248.37179,0.154,237.058,-10.487,0,145.479,3,2009,0.617603134,0.428310646,0
169.89995,0,167.213,-5.449,1,82.236,1,1987,0.740028702,0.481818353,1
263.47057,4.023,256.848,-12.507,1,142.408,4,2001,0.822860513,0.554538859,1
234.50077,0.978,228.92,-8.243,0,184.429,1,2006,0.589326342,0.363691484,0
304.69179,4.801,295.015,-14.268,0,130.926,4,2006,0.685130868,0.469986303,1
332.95628,0.241,312.262,-11.081,0,121.083,4,1976,0.59670566,0.416066584,0
173.47873,0.119,166.133,-5.638,1,109.583,1,2007,0.850945477,0.60709944,1
553.24689,0.717,549.849,-5.713,1,140.128,4,2008,0.575526959,0.399303624,0
211.80036,2.264,199.32,-12.712,1,97.355,1,2005,0.561457852,0.359282299,0
237.58322,0.181,224.049,-7.913,1,140.644,1,1991,0.575674036,0.431295635,0
188.44689,0.251,175.049,-8.847,1,172.662,1,2004,0.458147934,0.32431878,0
192.70485,0.084,172.228,-6.581,0,175.061,4,2007,0.497984947,0.424583075,0
1058.7424,4.133,1051.8,-12.577,0,81.419,5,1977,0.490670759,0.317273334,0
316.44689,0.409,309.272,-7.894,1,121.512,4,2001,0.643306365,0.392484111,1
178.65098,4.615,172.582,-8.116,0,124.408,4,1981,0.407496003,0.334183318,0
248.71138,0.165,244.019,-6.813,1,126.039,4,2006,0,0.34716504,1
255.13751,0,255.138,-7.118,0,135.093,3,2001,0.512507875,0.370855551,0
210.78159,0.99,202.461,-5.182,1,102.284,3,2007,0.632165719,0.455206814,1
200.64608,0.554,200.646,-9.934,0,91.963,4,2008,0.583707145,0.429623322,0
237.45261,0.2,221.907,-13.52,1,116.084,4,2002,0.665145484,0.425326122,1
249.5473,0,246.718,-6.848,0,100.217,4,2003,0.680242776,0.444530247,1
304.19546,0,282.564,-14.1,1,130.681,4,1986,0.49528997,0.36465251,0
259.99628,0.194,251.089,-10.076,1,110.562,4,1986,0.809323793,0.488019842,0
364.43383,0.136,357.326,-8.496,0,93.136,4,1965,0.524832756,0.399112413,0
220.73424,0.253,206.274,-9.802,0,150.061,4,1995,0.602129676,0.428874202,0
366.0273,0.148,355.091,-8.998,1,100.993,4,1990,0.584733986,0.380727748,0
268.30322,3.146,260.632,-7.251,1,180.033,4,2010,0.689758232,0.458829417,1
186.98404,0,186.984,-10.236,1,160.39,4,2001,0.70549178,0.393457111,1
230.39955,0.525,220.067,-11.087,1,56.138,4,2009,0.6398128,0.388772961,0
214.02077,3.587,204.98,-7.607,1,72.211,5,2007,0.636109171,0.371573624,1
312.81587,5.166,301.488,-18.861,1,47.544,1,2002,0.587365487,0.472069858,0
240.03873,0.282,233.993,-7.984,1,109.268,4,2004,0.744734767,0.565045659,1
222.77179,0,219.051,-8.956,1,177.739,4,2004,0.466853917,0.427333498,0
274.25914,0.136,268.19,-2.647,1,110.576,4,1999,0.42960004,0.39575236,0
488.59383,0.214,480.56,-5.446,0,126.923,4,1981,0.557875168,0.359324727,0
156.96934,0.143,154.749,-5.49,0,93.196,4,1996,0.60198829,0.403931498,1
225.61914,1.071,219.777,-7.566,1,100.138,3,2001,0.484463044,0.342537003,0
288.07791,0,279.8,-8.732,1,100.504,4,1993,0.538579772,0.384469144,0
164.38812,0,161.501,-4.31,0,153.825,3,2003,0.596488848,0.370040665,1
302.15791,2.125,282.569,-8.513,0,133.393,4,1986,0.568897347,0.374986646,0
112.37832,0,112.378,-12.926,1,119.999,4,2004,0.451371189,0.377379676,0
231.70567,0.079,221.745,-3.259,0,115.1,4,2008,0.697759494,0.632512964,0
371.82649,6.124,359.88,-7.43,1,89.994,4,2002,0.432150483,0.342843916,0
230.5824,0,226.76,-4.081,0,89.957,4,2005,0.596701733,0.365371219,0
247.45751,0.084,225.663,-17.614,0,96.632,4,1994,0.632008013,0.144684661,0
373.86404,0.369,368.344,-8.03,1,130.012,4,1998,0.70066388,0.464265014,0
427.85914,10.101,410.192,-6.632,0,109.248,4,2008,0.524017723,0.149383436,0
439.35302,10.025,417.251,-13.173,0,78.453,4,2000,0.591779348,0.368023495,0
269.24363,0.171,266.861,-6.856,1,164.706,4,1996,0.734159936,0.492349455,1
213.13261,0.16,210.1,-11.614,0,118.094,4,2009,0.612720986,0.438102279,1
188.55138,0.176,188.551,-5.702,1,137.065,1,2003,0.546066023,0.435710139,0
249.52118,0,225.57,-9.91,1,94.64,1,2004,0.883719501,0.566505481,0
211.12118,0.334,199.993,-8.63,1,148.237,1,1989,0.699072895,0.522720094,1
535.61424,0.444,518.943,-12.994,0,129.983,4,2000,0.556917873,0.41637303,0
112.61342,0,112.613,-5.644,1,170.368,4,2008,0.753068271,0.513284929,1
179.35628,0.446,166.011,-12.339,0,107.895,3,1991,0.781564312,0.610060626,1
225.85424,0,211.011,-9.705,1,120.138,4,2004,0.632130913,0.472281211,1
275.1473,0.6,246.933,-6.906,0,93.293,5,1993,0.5025489,0.356202618,0
267.10159,0,260.104,-8.903,0,115.649,7,2005,0.877213746,1.005298344,1
94.09261,0.34,86.68,-14.068,1,185.41,4,1976,0.515551939,0.406144508,0
240.37832,0.264,230.052,-7.677,1,188.16,4,1989,0.483775406,0.393863106,1
347.68934,0.299,342.994,-13.066,1,66.679,3,2005,0.491474514,0.375456947,0
272.50893,0,264.249,-6.31,1,128.969,4,2010,0.631232629,0.48978266,1
266.89261,0.195,259.164,-8.198,0,120.271,4,2003,0.684894723,0.511526435,1
232.01914,0.195,223.266,-7.745,1,136.289,4,1982,0.374763103,0.256977994,0
180.63628,0.189,169.808,-15.539,1,94.981,4,2002,0.530253928,0.377750254,0
169.82159,0.381,160.967,-14.436,1,73.548,4,2005,0.76649668,0.534390442,1
322.0371,7.546,314.027,-5.403,0,88.007,3,2006,0.497893384,0.370224642,0
264.07138,0.537,249.191,-15.16,1,85.613,4,2005,0.50356627,0.347867467,0
250.33098,3.303,243.902,-6.711,0,140.069,4,2005,0.562792911,0.434331912,0
444.29016,2.566,428.408,-12.201,1,93.535,7,1999,0.641549636,0.455490129,1
108.22485,0,102.673,-7.204,1,108.782,1,1978,0.510921215,0.347070914,0
272.92689,0.125,264.104,-10.577,1,167.82,4,2007,0.760500797,0.44137616,1
300.12036,0.229,275.394,-14.531,0,134.002,4,1963,0.572467585,0.3588139,1
220.3424,0.996,207.221,-5.506,1,160.002,4,2010,0.547570462,0.452241745,1
282.5922,19.127,264.789,-4.019,1,122.471,4,2008,0.599390411,0.43777352,0
274.70322,0,265.137,-5.428,1,93.481,4,2007,0.619571949,0.372781563,1
260.07465,0,236.455,-8.792,1,122.865,4,1992,0.69078721,0.419215217,1
120.76363,0.514,112.599,-13.764,1,125.803,1,1985,0.784636535,0.55811976,0
164.88444,0,157.246,-9.634,1,150.006,4,2009,0.616252519,0.43191283,1
348.52526,0.143,342.5,-5.393,0,159.556,4,2008,0.718313097,0.438805906,1
43.75465,0.252,40.763,-19.383,1,93.023,4,1992,0.778678271,0.543944459,1
204.30322,0.136,197.428,-14.793,1,159.445,1,2003,0.519235159,0.370858527,0
201.35138,0,198.815,-8.814,0,129.734,4,1996,0.609324518,0.479152683,0
197.35465,0.107,191.797,-4.308,1,109.995,4,2000,0.851417629,0.592614927,1
300.19873,0,300.199,-18.869,1,90.126,5,1993,0.460015995,0.359421108,0
276.45342,0.52,265.601,-16.745,0,153.735,4,2000,0.57810363,0.304110766,0
188.13342,0,169.517,-10.668,1,125.509,4,2008,0.618642695,0.441110335,0
287.242,0,276.962,-16.61,0,118.606,5,1992,0.530461994,0.390801752,0
242.05016,0.34,233.012,-2.541,0,190.009,4,1994,0.632986674,0.471372323,1
173.47873,0.194,152.822,-7.372,1,137.871,4,2008,0.680115629,0.456431475,1
270.05342,0,266.989,-12.78,1,86.676,5,1986,0.607172038,0.449308084,0
276.37506,3.257,259.303,-7.837,1,134.673,4,2008,0.8352715,0.741723901,1
208.53506,0.183,203.761,-3.428,1,123.832,4,2007,0.766852,0.572167881,1
269.71383,0,251.733,-5.413,1,85.566,4,2009,0.841515979,0.510220054,1
366.05342,1.112,348.833,-11.677,0,125.631,4,1990,0.283933225,0.256195089,0
196.17914,0,187.762,-6.264,0,97.293,3,2005,0.574951838,0.426540411,1
336.69179,0.124,329.985,-19.925,0,101.163,1,1969,0.734334114,0.407816787,1
376.42404,4.574,359.874,-11.995,0,115.213,4,1990,0.664396191,0.468414872,1
269.34812,0.405,251.193,-10.44,1,126.557,4,2003,0.620987202,0.45928732,1
357.14567,0.107,326.31,-9.233,0,105.688,4,2001,0.722330728,0.485999783,1
219.6371,0,214.581,-4.633,0,120.154,4,2005,0.545733074,0.437401751,1
123.21914,0.368,115.792,-10.934,1,181.069,4,1967,0.606118646,0.440376095,0
175.85587,0.177,169.749,-8.421,1,130.043,1,2007,0.669998418,0.415133451,0
131.21261,0,131.213,-18.161,0,89.588,1,2007,0.562354376,0.353183383,1
307.59138,6.525,297.633,-5.382,1,114.032,4,2008,0.818319359,0.667294596,1
260.98893,0.072,245.957,-6.499,1,157.846,4,2002,0.712492165,0.48161922,0
274.65098,3.019,260.83,-8.495,1,120.499,4,1999,0.63259242,0.497690507,0
424.82893,0.584,407.499,-10.076,1,140.112,5,2001,0.64322254,0.471704124,0
162.01098,3.216,157.484,-16.742,1,189.272,1,1968,0.593494521,0.404897335,0
174.8371,0.392,169.494,-4.408,1,113.062,4,2001,0.510584601,0.423308298,0
252.96934,0,237.952,-5.06,1,162.038,7,2003,0.551682526,0.352338668,1
335.67302,8.417,313.887,-25.415,1,121.328,7,1994,0.450216799,0.40207371,0
183.11791,0,172.542,-9.381,0,182.203,3,2007,0.559870493,0.365686105,0
87.77098,0,84.921,-6.993,1,71.325,1,2009,0.541805934,0.372812415,0
179.59138,0.171,172.141,-17.605,0,64.149,1,1992,0.556049057,0.493253956,1
218.40934,0.392,218.409,-7.349,1,118.9,4,1997,0.581865925,0.368087227,1
207.09832,0.079,197.137,-5.913,1,144.065,7,2006,0.661315608,0.506329877,1
223.73832,0.189,203.233,-12.151,0,79.45,7,1986,0.516382218,0.348511889,0
217.41669,0,204.51,-8.869,1,166.119,4,2002,0.49205228,0.412971107,0
213.99465,0.444,206.936,-4.35,0,199.99,1,2000,0.572278353,0.45018058,1
296.9073,0.299,280.096,-26.191,0,120.282,3,1989,0.419943148,0.330806357,1
205.71383,0,196.36,-5.906,0,140.992,4,2003,0.489231754,0.353199056,0
118.90893,2.357,105.5,-8.701,1,165.062,4,2006,0.632379677,0.443197208,1
308.32281,6.142,277.426,-6.574,0,150.627,4,2005,0.615436297,0.458593788,1
205.03465,0.208,186.77,-11.473,0,147.026,4,1990,0.641884057,0.404189331,1
309.57669,0.084,290.11,-8.559,0,145.684,3,1992,0.593037498,0.399834629,1
252.57751,0.359,238.736,-5.082,1,136.466,4,2003,0.423315024,0.360541934,0
349.90975,12.237,326.972,-11.224,0,106.161,4,2005,0.651954775,0.386291185,1
349.962,0.167,341.606,-18.776,1,118.142,1,2007,0.645573484,0.384479592,0
180.37506,0.414,180.375,-9.098,0,102.304,4,1992,0.494722368,0.324927817,0
217.65179,0,213.6,-7.354,1,163.593,1,2007,0.532871422,0.293310423,0
554.26567,3.849,549.018,-7.776,1,134.528,4,1995,0.655926004,0.520951914,1
208.66567,0.525,193.817,-6.855,0,160.216,3,2004,0.576846166,0.363970909,0
216.5024,0.067,211.557,-7.228,1,159.725,4,2010,0.8352715,0.741723901,1
56.92036,4.673,56.92,-11.3,1,90.492,5,1979,0.645341246,0.431139295,1
187.89832,0,168.066,-7.653,1,148.468,4,1995,0.678040732,0.495310896,1
411.6371,0.144,403.255,-12.622,0,119.146,4,2008,0.50498073,0.326714728,0
206.68036,2.02,197.637,-4.301,0,140.505,4,2003,0.489897596,0.412086992,0
163.70893,0.119,160.328,-14.535,0,72.361,3,2003,0.889460725,0.612067268,1
226.97751,0.251,213.467,-8.933,0,203.835,4,1977,0.652860466,0.38355747,1
183.92771,3.315,174.724,-13.632,0,90.502,1,2004,0.852099684,0.500596248,1
373.13261,0.142,370.672,-11.61,1,92.018,7,1999,0.625115207,0.390095869,1
180.50567,0,174.306,-10.597,1,101.513,3,1990,0.505074303,0.333723342,0
320.15628,0.142,314.95,-6.954,0,128.012,4,2010,0.630395696,0.462096376,1
240.16934,0,230.679,-12.677,0,123.882,3,1992,0.69078721,0.419215217,1
303.15057,0,296.629,-9.494,0,94.031,4,2003,0.558661301,0.366357266,0
236.12036,0.061,218.61,-9.755,1,87.974,3,1996,0.737001277,0.504964406,1
375.7971,0,372.082,-9.414,1,125.108,4,2008,0.647617029,0.499304412,0
197.58975,0,182.724,-7.551,1,136.976,4,2008,0.666703914,0.3713311,1
128.07791,0,124.656,-5.056,1,220.029,4,2007,0.569501891,0.346964919,1
284.08118,0,276.085,-5.491,0,119.973,4,2006,0.72956076,0.486519292,1
241.21424,1.007,238.539,-5.303,1,148.354,4,1996,0.592699548,0.429545085,1
278.02077,0.386,265.329,-13.463,1,133.401,4,2001,0.734334114,0.407816787,0
141.00853,0.334,130.194,-12.487,1,110.72,4,1996,0.586746111,0.433199069,0
248.78975,0,248.79,-11.349,0,169.47,4,2001,0.577589981,0.371148306,0
213.57669,0,199.036,-6.206,1,119.889,4,2003,0.852099684,0.500596248,1
210.78159,0.136,196.569,-11.227,0,113.083,1,2005,0.631602538,0.447217787,0
312.94649,0.13,302.109,-5.018,0,89.984,4,2005,0.556868629,0.425571088,1
209.03138,0.148,192.168,-8.25,1,127.971,4,1999,0.660061382,0.466880872,0
251.11465,0.257,235.996,-8.061,1,69.846,4,2001,0.720052703,0.449806256,0
225.54077,0.183,218.773,-4.991,1,91.215,5,2009,0.782248326,0.442085759,1
248.86812,0.595,236.565,-8.686,1,106.009,4,2007,0.605980514,0.45389749,0
136.17587,0.311,132.493,-4.949,0,140.992,7,1999,0.505029267,0.345254139,0
138.34404,0.125,129.921,-6.151,0,179.636,4,2007,0.573771927,0.389197704,0
301.94893,0.624,296.409,-8.868,0,140.039,1,2004,0.613860787,0.41785344,0
115.27791,0.212,110.005,-13.819,0,73.221,1,1997,0.622792593,0.412504458,1
198.922,0.326,193.335,-8.582,0,105.013,4,2005,0.608251361,0.367082362,0
361.74322,0.234,348.386,-14.113,1,155.902,4,1990,0.501485066,0.382515944,0
306.78159,0.061,298.957,-4.876,0,122.513,4,2006,0.60844984,0.389163029,0
136.25424,0,136.254,-6.778,1,104.622,3,2005,0.526823013,0.353845225,0
294.922,0.369,276.892,-11.802,0,157.351,5,2001,0.822977074,0.531464052,1
257.74975,0.09,244.558,-10.247,1,132.002,4,1979,0.542978755,0.422645559,0
146.62485,5.201,141.694,-3.008,1,227.994,4,2003,0.909247283,0.554938522,1
170.84036,2.363,161.756,-8.502,1,88.5,4,2003,0.832011769,0.643072293,1
263.3922,0.197,245.94,-11.049,0,94.436,4,1991,0.709961887,0.427940699,0
238.23628,0,224.403,-3.64,1,176.529,7,2009,0.63297891,0.395192637,1
216.78975,0.567,198.026,-9.583,1,103.944,4,1995,0.647407117,0.447061859,0
188.86485,0.328,180.425,-14.968,1,109.495,4,2001,0.643952439,0.357722407,1
269.81832,0.195,263.163,-3.905,0,114.24,4,2007,0.71602771,0.540904696,1
240.84853,2.984,229.698,-3.82,1,151.858,3,2007,0.770925496,0.523812474,1
297.69098,0.247,294.388,-13.666,0,126.259,1,2004,0.52918689,0.401979404,1
310.12526,20.915,301.122,-6.985,1,140.047,4,2010,0.602225907,0.465394736,1
251.21914,2.618,240.135,-8.359,1,168.28,4,2005,0.749317801,0.481655862,1
201.63873,0,186.41,-5.037,1,137.607,4,2000,0.632352234,0.426545396,0
255.08526,0,255.085,-6.4,1,113.977,4,2008,0.637858334,0.447450354,1
264.01914,0,248.86,-10.13,0,118.794,5,2001,0.472247769,0.316724551,0
164.5971,7.134,158.105,-4.197,1,129.987,4,2006,0.61979416,0.463833344,0
174.81098,0.978,163.097,-10.78,1,170.4,4,1969,0.53074351,0.334218716,1
149.7073,0.333,139.308,-12.021,1,146.513,1,1968,0.624200328,0.369076871,0
237.06077,0,228.699,-6.463,0,53.694,4,2007,0.588667788,0.339872553,0
277.15873,0.461,252.099,-13.526,1,124.961,4,2006,0.456261354,0.368208033,0
217.83465,2.711,201.12,-9.597,1,79.265,4,2007,0.606243858,0.360693217,1
335.82975,4.458,315.815,-9.208,1,108.202,3,1974,0.54214533,0.384816598,1
328.41098,0,305.424,-4.724,0,96.988,4,2004,0.722369987,0.526279066,1
176.90077,3.437,166.58,-37.845,1,118.589,1,2007,0.675251251,0.497310427,0
181.78567,0.659,172.379,-14.734,1,149.217,4,1975,0.673444726,0.53731244,0
342.46485,0.269,328.173,-5.16,0,96.004,4,2003,0.926134352,0.703541082,1
238.81098,3.907,228.972,-10.75,1,103.978,1,2007,0.589483406,0.376745429,0
266.94485,0.223,256.557,-4.677,0,135.024,4,2008,0.686211723,0.523689669,1
265.37751,0.328,252.453,-4.279,1,140.939,4,2004,0.616594467,0.444086812,1
250.04363,0.92,237.337,-3.598,1,201.986,4,2009,0.744220038,0.511226514,1
276.21832,0.151,272.057,-6.015,0,143.021,5,2006,0.560876105,0.407583323,0
191.60771,0,191.608,-11.367,1,86.172,5,1996,0.623466004,0.373724293,1
366.96771,0,354.783,-4.503,1,199.573,3,2006,0.724960559,0.494902772,1
207.0722,0.293,195.814,-11.971,1,120.007,5,1993,0.566958584,0.407732076,1
223.26812,0,204.527,-6.669,0,100.323,4,2007,0.505066924,0.303731253,0
137.63873,0,125.231,-13.576,0,89.653,4,2001,0.685397971,0.409534423,0
221.77914,0.09,212.805,-6.352,1,130.138,4,2007,0.696000556,0.513656586,1
252.23791,0.241,234.696,-4.943,1,164.998,4,2004,0.505645232,0.373804639,0
189.46567,0.229,185.893,-9.451,1,126.661,3,2006,0.584037865,0.356406618,0
263.91465,0.066,260.017,-10.771,1,98.843,3,1994,0.601347337,0.418996935,0
387.34322,0.311,387.343,-7.488,1,124.717,4,1997,0.679140474,0.512745771,0
238.602,0,230.33,-5.298,1,135.024,4,2008,0.599706394,0.425228218,0
208.06485,0.374,196.778,-7.196,1,142.981,3,2006,0.553300734,0.341526272,0
248.99873,0,234.04,-6.858,0,120.067,4,1993,0.58969588,0.463804727,1
266.9971,0.148,241.83,-9.906,0,141.326,4,2005,0.77531968,0.482340951,0
222.4322,0,218.9,-9.019,0,130.421,4,2003,0.709798223,0.509624979,1
241.44934,0.682,235.491,-6.182,0,140.1,4,2008,0.488019966,0.239358865,1
525.97506,0,515.622,-17.721,0,162.608,7,1974,0.55569247,0.361281758,0
90.17424,0,90.174,-13.516,1,133.466,4,2010,0.74263423,0.389572316,0
370.80771,0.235,357.489,-12.962,1,90.04,4,1999,0.527714408,0.408793151,0
397.60934,0,363.932,-8.218,0,93.378,1,2004,0.540902391,0.375893287,0
142.602,0.148,138.199,-4.904,1,98.743,4,2004,0.744094955,0.536525302,1
251.37587,0.709,224.049,-27.666,0,84.603,4,2004,0.637008501,0.391942121,1
356.25751,5.451,342.866,-6.177,1,110.126,4,1997,0.487510017,0.328603753,1
204.38159,0,200.301,-11.97,0,175.909,4,1986,0.62181576,0.496003673,1
506.20036,0.452,483.712,-25.332,1,66.078,5,1990,0.669726188,0.427914247,0
205.26975,0.659,200.795,-3.345,1,132.04,4,2003,0.775325783,0.570709451,1
202.91873,3.454,183.13,-18.65,1,130.955,4,1993,0.596184927,0.427479241,1
280.73751,0,277.171,-9.597,0,133.477,4,2001,0.512507875,0.370855551,0
183.14404,0.381,163.846,-10.477,1,120.319,4,1992,0.561726465,0.390790187,0
187.01016,0,178.515,-14.067,1,73.261,1,1974,0.681490663,0.421071468,1
271.77751,2.833,268.51,-9.7,1,92.318,4,1968,0.559263502,0.362174491,1
237.63546,0.125,219.585,-8.639,1,119.929,4,1995,0.509715089,0.364587491,0
425.66485,0.654,405.095,-21.839,0,61.153,1,2006,0.602341674,0.406991574,0
479.52934,0.253,465.34,-7.578,1,137.985,4,2005,0.851251619,0.531885174,0
250.87955,0.148,241.099,-12.999,1,53.352,4,1961,0.675381975,0.637325837,0
234.65751,0.257,221.861,-11.055,1,92.025,4,1989,0.639298415,0.419425187,0
258.19383,0.079,253.51,-4.124,1,187.981,4,2009,0.863111245,0.620995816,1
